GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US040130610094,040130610094,"Block Group 4, Census Tract 610.09, Maricopa County, Arizona",1528,425
1500000US040130610101,040130610101,"Block Group 1, Census Tract 610.10, Maricopa County, Arizona",1737,324
1500000US040130610102,040130610102,"Block Group 2, Census Tract 610.10, Maricopa County, Arizona",2037,294
1500000US040130610103,040130610103,"Block Group 3, Census Tract 610.10, Maricopa County, Arizona",1675,310
1500000US040130610111,040130610111,"Block Group 1, Census Tract 610.11, Maricopa County, Arizona",1507,564
1500000US040130610112,040130610112,"Block Group 2, Census Tract 610.11, Maricopa County, Arizona",5719,868
1500000US040130610121,040130610121,"Block Group 1, Census Tract 610.12, Maricopa County, Arizona",3244,660
1500000US040130610122,040130610122,"Block Group 2, Census Tract 610.12, Maricopa County, Arizona",1512,646
1500000US040130610123,040130610123,"Block Group 3, Census Tract 610.12, Maricopa County, Arizona",1468,422
1500000US040130610124,040130610124,"Block Group 4, Census Tract 610.12, Maricopa County, Arizona",2034,576
1500000US040130610131,040130610131,"Block Group 1, Census Tract 610.13, Maricopa County, Arizona",3096,448
1500000US040130610132,040130610132,"Block Group 2, Census Tract 610.13, Maricopa County, Arizona",3177,605
1500000US040130610141,040130610141,"Block Group 1, Census Tract 610.14, Maricopa County, Arizona",4295,477
1500000US040130610142,040130610142,"Block Group 2, Census Tract 610.14, Maricopa County, Arizona",2032,371
1500000US040130610151,040130610151,"Block Group 1, Census Tract 610.15, Maricopa County, Arizona",2680,586
1500000US040130610152,040130610152,"Block Group 2, Census Tract 610.15, Maricopa County, Arizona",1100,425
1500000US040130610153,040130610153,"Block Group 3, Census Tract 610.15, Maricopa County, Arizona",1642,428
1500000US040130610161,040130610161,"Block Group 1, Census Tract 610.16, Maricopa County, Arizona",6089,601
1500000US040130610171,040130610171,"Block Group 1, Census Tract 610.17, Maricopa County, Arizona",3249,1223
1500000US040130610181,040130610181,"Block Group 1, Census Tract 610.18, Maricopa County, Arizona",2237,214
1500000US040130610182,040130610182,"Block Group 2, Census Tract 610.18, Maricopa County, Arizona",1126,226
1500000US040130610183,040130610183,"Block Group 3, Census Tract 610.18, Maricopa County, Arizona",1056,168
1500000US040130610191,040130610191,"Block Group 1, Census Tract 610.19, Maricopa County, Arizona",1506,294
1500000US040130610192,040130610192,"Block Group 2, Census Tract 610.19, Maricopa County, Arizona",592,216
1500000US040130610193,040130610193,"Block Group 3, Census Tract 610.19, Maricopa County, Arizona",2156,319
1500000US040130610201,040130610201,"Block Group 1, Census Tract 610.20, Maricopa County, Arizona",1373,384
1500000US040130610202,040130610202,"Block Group 2, Census Tract 610.20, Maricopa County, Arizona",1045,368
1500000US040130610203,040130610203,"Block Group 3, Census Tract 610.20, Maricopa County, Arizona",1346,382
1500000US040130610211,040130610211,"Block Group 1, Census Tract 610.21, Maricopa County, Arizona",2117,223
1500000US040130610221,040130610221,"Block Group 1, Census Tract 610.22, Maricopa County, Arizona",3836,815
1500000US040130610222,040130610222,"Block Group 2, Census Tract 610.22, Maricopa County, Arizona",3814,866
1500000US040130610223,040130610223,"Block Group 3, Census Tract 610.22, Maricopa County, Arizona",2997,805
1500000US040130610231,040130610231,"Block Group 1, Census Tract 610.23, Maricopa County, Arizona",2819,797
1500000US040130610232,040130610232,"Block Group 2, Census Tract 610.23, Maricopa County, Arizona",2296,574
1500000US040130610233,040130610233,"Block Group 3, Census Tract 610.23, Maricopa County, Arizona",2524,682
1500000US040130610234,040130610234,"Block Group 4, Census Tract 610.23, Maricopa County, Arizona",3834,712
1500000US040130610241,040130610241,"Block Group 1, Census Tract 610.24, Maricopa County, Arizona",2059,261
1500000US040130610251,040130610251,"Block Group 1, Census Tract 610.25, Maricopa County, Arizona",4180,751
1500000US040130610252,040130610252,"Block Group 2, Census Tract 610.25, Maricopa County, Arizona",2623,596
1500000US040130610253,040130610253,"Block Group 3, Census Tract 610.25, Maricopa County, Arizona",3253,849
1500000US040130610261,040130610261,"Block Group 1, Census Tract 610.26, Maricopa County, Arizona",3285,490
1500000US040130610262,040130610262,"Block Group 2, Census Tract 610.26, Maricopa County, Arizona",2241,377
1500000US040130610271,040130610271,"Block Group 1, Census Tract 610.27, Maricopa County, Arizona",758,292
1500000US040130610272,040130610272,"Block Group 2, Census Tract 610.27, Maricopa County, Arizona",1040,311
1500000US040130610273,040130610273,"Block Group 3, Census Tract 610.27, Maricopa County, Arizona",1480,451
1500000US040130610274,040130610274,"Block Group 4, Census Tract 610.27, Maricopa County, Arizona",992,349
1500000US040130610275,040130610275,"Block Group 5, Census Tract 610.27, Maricopa County, Arizona",603,301
1500000US040130610281,040130610281,"Block Group 1, Census Tract 610.28, Maricopa County, Arizona",2967,273
1500000US040130610291,040130610291,"Block Group 1, Census Tract 610.29, Maricopa County, Arizona",1029,270
1500000US040130610292,040130610292,"Block Group 2, Census Tract 610.29, Maricopa County, Arizona",1161,290
1500000US040130610293,040130610293,"Block Group 3, Census Tract 610.29, Maricopa County, Arizona",1344,255
1500000US040130610294,040130610294,"Block Group 4, Census Tract 610.29, Maricopa County, Arizona",891,201
1500000US040130610301,040130610301,"Block Group 1, Census Tract 610.30, Maricopa County, Arizona",2103,553
1500000US040130610302,040130610302,"Block Group 2, Census Tract 610.30, Maricopa County, Arizona",1869,499
1500000US040130610303,040130610303,"Block Group 3, Census Tract 610.30, Maricopa County, Arizona",4324,659
1500000US040130610311,040130610311,"Block Group 1, Census Tract 610.31, Maricopa County, Arizona",4564,416
1500000US040130610321,040130610321,"Block Group 1, Census Tract 610.32, Maricopa County, Arizona",2211,444
1500000US040130610322,040130610322,"Block Group 2, Census Tract 610.32, Maricopa County, Arizona",2417,455
1500000US040130610323,040130610323,"Block Group 3, Census Tract 610.32, Maricopa County, Arizona",1046,361
1500000US040130610324,040130610324,"Block Group 4, Census Tract 610.32, Maricopa County, Arizona",944,296
1500000US040130610331,040130610331,"Block Group 1, Census Tract 610.33, Maricopa County, Arizona",2005,495
1500000US040130610332,040130610332,"Block Group 2, Census Tract 610.33, Maricopa County, Arizona",2937,495
1500000US040130610333,040130610333,"Block Group 3, Census Tract 610.33, Maricopa County, Arizona",2015,465
1500000US040130610341,040130610341,"Block Group 1, Census Tract 610.34, Maricopa County, Arizona",3185,1011
1500000US040130610342,040130610342,"Block Group 2, Census Tract 610.34, Maricopa County, Arizona",1468,518
1500000US040130610343,040130610343,"Block Group 3, Census Tract 610.34, Maricopa County, Arizona",3072,1119
1500000US040130610344,040130610344,"Block Group 4, Census Tract 610.34, Maricopa County, Arizona",550,268
1500000US040130610351,040130610351,"Block Group 1, Census Tract 610.35, Maricopa County, Arizona",1809,555
