"BLOCKCE,C,4","BLOCKID10,C,15","POP10,N,9,0"
2007,320030033062007,46
1002,320030033061002,115
2001,320030032602001,37
2012,320030032132012,47
3009,320030032483009,74
1004,320030033051004,29
1012,320030029621012,0
1011,320030029621011,0
1007,320030031031007,120
1033,320030032401033,69
2011,320030053362011,64
4007,320030036104007,69
4000,320030036104000,66
1003,320030036441003,943
1018,320030036431018,53
2005,320030036432005,123
2004,320030036342004,43
2009,320030036072009,100
2007,320030036072007,201
2003,320030036072003,116
3005,320030032403005,138
2008,320030036352008,79
4007,320030036354007,115
3003,320030036353003,54
3000,320030036353000,23
2006,320030036362006,16
1003,320030053381003,46
1024,320030053501024,27
3000,320030053553000,186
1000,320030053481000,815
1000,320030053471000,958
2007,320030053482007,177
2012,320030053472012,72
1006,320030054341006,40
2006,320030054342006,32
1000,320030053351000,31
3001,320030053423001,0
1025,320030053431025,15
1029,320030053431029,63
1001,320030005231001,0
1009,320030049181009,254
2002,320030049072002,43
2003,320030018042003,20
2011,320030005142011,65
1001,320030047091001,207
1002,320030047091002,243
2025,320030076002025,0
2018,320030076002018,0
1002,320030032421002,86
2012,320030032082012,18
1028,320030032361028,110
1053,320030033181053,48
1007,320030016081007,0
2007,320030033072007,37
1003,320030033071003,157
2012,320030058442012,70
1017,320030033071017,58
2012,320030053202012,45
3010,320030058083010,0
3012,320030058083012,37
4008,320030051014008,47
2012,320030005142012,0
1002,320030005281002,40
1003,320030005281003,24
5004,320030054335004,0
1007,320030053131007,59
4004,320030055014004,69
1004,320030055021004,34
2007,320030049122007,247
2002,320030036362002,26
2015,320030036362015,70
3007,320030028143007,77
1014,320030053201014,18
1001,320030053191001,42
2003,320030053132003,291
1002,320030053111002,65
2019,320030053602019,40
3005,320030054323005,29
1024,320030054321024,19
3003,320030058033003,62
2011,320030058032011,62
2009,320030056122009,42
1087,320030059021087,0
1033,320030033191033,166
1010,320030033211010,12
6007,320030032206007,0
1005,320030030041005,0
1023,320030060011023,0
2019,320030028332019,146
2015,320030028332015,43
2002,320030028342002,75
3004,320030028323004,78
1010,320030028331010,94
1002,320030028351002,218
3001,320030055023001,43
1000,320030036351000,0
1016,320030036361016,37
2005,320030061032005,218
2004,320030029162004,35
2004,320030058052004,44
3001,320030058053001,39
1009,320030036351009,86
1097,320030036281097,0
1017,320030032401017,16
3014,320030055023014,62
2016,320030055032016,95
1098,320030028471098,122
1014,320030053121014,55
4008,320030053134008,97
3005,320030053133005,16
3007,320030053133007,172
1008,320030053371008,45
2006,320030053332006,78
1018,320030053331018,78
1020,320030053331020,130
1013,320030053211013,172
2002,320030053212002,88
3002,320030053183002,258
2009,320030053372009,46
2001,320030053332001,97
1009,320030053331009,85
2005,320030016092005,389
2001,320030050102001,100
2003,320030053122003,180
1011,320030051091011,218
2007,320030051092007,153
2010,320030053222010,136
2004,320030053222004,73
4011,320030053134011,115
4010,320030053134010,53
4012,320030053134012,179
1005,320030055041005,32
1014,320030036071014,46
1004,320030053491004,44
2013,320030056142013,81
1018,320030028311018,0
2003,320030028322003,28
4035,320030055024035,48
2014,320030032402014,69
1006,320030057021006,160
3006,320030032403006,97
2003,320030058072003,73
2154,320030058272154,31
1018,320030036191018,96
1034,320030036381034,0
1046,320030054371046,21
1005,320030058061005,170
1004,320030058061004,0
1003,320030053521003,39
3004,320030053213004,46
3001,320030053213001,155
1001,320030051061001,1194
1004,320030051071004,47
2008,320030049112008,74
2012,320030051042012,27
1012,320030028211012,0
3000,320030028233000,0
2010,320030028212010,630
2004,320030028262004,92
2007,320030028272007,93
5006,320030051015006,240
3002,320030051043002,73
2002,320030049122002,93
3007,320030028383007,22
3009,320030028383009,28
2012,320030053412012,157
5022,320030028375022,51
4014,320030036164014,39
2004,320030036392004,278
1019,320030036261019,0
3003,320030029053003,70
1006,320030034301006,12
1007,320030034301007,56
1005,320030003021005,81
1002,320030034271002,89
2010,320030049182010,74
2004,320030049182004,111
2011,320030049182011,85
1001,320030049231001,276
1012,320030072001012,224
1001,320030053501001,0
1014,320030032531014,21
2171,320030057032171,0
2000,320030028372000,93
5015,320030028375015,54
3008,320030058063008,22
1031,320030032081031,13
1005,320030029531005,107
2021,320030033112021,59
4035,320030055014035,4
1032,320030033181032,34
2012,320030028442012,60
2002,320030058082002,170
1008,320030032081008,31
4013,320030028384013,37
1003,320030031031003,296
1018,320030058541018,110
2007,320030050142007,65
1016,320030053411016,67
5003,320030053355003,41
3003,320030053423003,84
3009,320030053423009,49
2009,320030053422009,117
2007,320030053422007,101
2008,320030053602008,18
1027,320030053431027,134
2022,320030054232022,19
2008,320030054232008,30
2024,320030049072024,111
1005,320030029751005,136
1013,320030029751013,33
1027,320030062041027,91
1034,320030062041034,100
2001,320030062022001,88
2001,320030058492001,46
1011,320030058131011,22
2006,320030029152006,19
5001,320030058115001,137
4002,320030029534002,232
4011,320030058114011,54
2005,320030029502005,231
2000,320030029502000,465
3014,320030029503014,186
3001,320030029503001,11
2003,320030058492003,0
1264,320030059021264,0
3002,320030058073002,327
3037,320030076003037,0
1022,320030034111022,80
4016,320030049214016,186
1001,320030032611001,148
2009,320030032432009,150
2003,320030032462003,15
1009,320030058351009,68
2000,320030032462000,453
3006,320030030033006,60
3007,320030032323007,26
1007,320030036101007,122
1000,320030029641000,198
1018,320030062011018,143
1002,320030051011002,776
1014,320030028411014,8
1060,320030032321060,13
1041,320030054371041,85
1013,320030005201013,0
3006,320030016093006,67
1003,320030005181003,0
1007,320030049111007,42
2023,320030029162023,24
2004,320030033062004,35
3004,320030033033004,166
1052,320030033181052,44
1007,320030033201007,55
2004,320030033162004,5
3040,320030056133040,29
4049,320030068004049,0
2000,320030049262000,406
1008,320030032191008,132
2007,320030032602007,104
1002,320030034121002,445
1057,320030033181057,132
1055,320030033181055,75
1013,320030034261013,149
3024,320030034203024,325
1196,320030058271196,8
1010,320030053131010,161
1011,320030028141011,401
4024,320030055014024,17
1004,320030055011004,11
1043,320030059031043,79
2027,320030056142027,53
1057,320030057051057,30
1001,320030033051001,76
2009,320030033032009,97
2010,320030033032010,112
1015,320030053501015,52
1011,320030049251011,81
1000,320030049251000,63
3001,320030049253001,262
3000,320030049253000,222
2007,320030049102007,106
4001,320030005154001,124
4007,320030005154007,96
2001,320030036152001,852
1034,320030036261034,0
1032,320030036261032,0
1003,320030047151003,2
1015,320030047151015,37
1005,320030005131005,39
2028,320030076002028,7
3013,320030056133013,18
1006,320030056141006,1
2003,320030054342003,241
3220,320030057033220,16
3357,320030057033357,0
3355,320030057033355,0
3004,320030057033004,0
1106,320030057121106,8
1004,320030032201004,157
2008,320030032082008,79
1007,320030001031007,82
1292,320030058271292,21
1201,320030058271201,0
2001,320030058082001,0
1012,320030058251012,13
1001,320030032531001,73
2002,320030032262002,76
1012,320030058541012,384
2018,320030029472018,69
1035,320030054361035,2
2064,320030051052064,0
2010,320030032432010,101
1048,320030059021048,0
1044,320030059021044,7
2006,320030058062006,196
1023,320030032401023,0
1000,320030032431000,220
3011,320030032183011,40
2004,320030032622004,44
2001,320030032522001,158
1004,320030049191004,190
1005,320030049171005,33
1009,320030072001009,26
1006,320030071001006,0
5048,320030056135048,48
2005,320030028292005,95
4020,320030076004020,31
1033,320030029781033,23
1002,320030029741002,150
1000,320030029571000,72
2007,320030029532007,81
1013,320030033031013,56
3002,320030028483002,61
3003,320030028483003,125
4016,320030032184016,0
2010,320030053512010,62
1019,320030053491019,15
3001,320030053553001,714
1041,320030058401041,0
3011,320030051073011,57
3009,320030053383009,12
3011,320030053383011,102
2015,320030058272015,1
1008,320030036311008,195
1105,320030029621105,0
1030,320030051051030,125
3008,320030053363008,410
1012,320030036381012,60
3003,320030045003003,468
1004,320030007001004,0
4006,320030032184006,66
2013,320030032182013,77
2005,320030032182005,35
2007,320030032182007,48
2009,320030032152009,106
2006,320030032152006,121
3004,320030032103004,68
2020,320030032622020,58
4010,320030032104010,53
3014,320030032103014,31
3009,320030032523009,73
4014,320030032184014,0
1026,320030059031026,61
3020,320030056073020,76
2042,320030056132042,10
2039,320030056132039,2
2008,320030049262008,418
1006,320030053591006,45
2002,320030050102002,25
1013,320030053141013,10
2006,320030053132006,313
2004,320030053132004,231
1005,320030053191005,88
1182,320030058271182,0
2139,320030058272139,0
2010,320030058272010,16
2043,320030058272043,7
2114,320030058272114,5
2082,320030058272082,5
2066,320030058272066,6
1000,320030005261000,173
1024,320030028371024,22
1011,320030025011011,82
3001,320030026033001,604
3003,320030025063003,264
1003,320030017081003,635
1010,320030032111010,29
2008,320030032132008,32
1006,320030032611006,283
3015,320030032523015,179
2000,320030032182000,242
2010,320030032182010,111
3007,320030032413007,28
3002,320030032413002,297
1015,320030032441015,138
1007,320030032201007,44
2003,320030028292003,103
2002,320030028292002,87
2001,320030053202001,270
1012,320030053201012,22
2007,320030053192007,69
1000,320030053201000,152
1010,320030036441010,192
5003,320030032205003,80
4016,320030033064016,4
2008,320030033062008,12
4003,320030033064003,39
1006,320030032191006,50
1012,320030032531012,86
4003,320030032194003,104
1038,320030032291038,0
2005,320030036372005,89
1019,320030058231019,0
1016,320030032311016,0
1039,320030058231039,5
2004,320030057112004,0
1039,320030058181039,0
1016,320030053551016,61
1008,320030053571008,32
1004,320030053531004,96
2010,320030051082010,16
1005,320030006001005,208
1000,320030017121000,253
2011,320030032402011,76
1067,320030036281067,0
2006,320030028382006,0
1011,320030053191011,0
3014,320030028383014,0
1180,320030057111180,98
2017,320030057122017,75
1023,320030028141023,60
1004,320030028141004,65
1000,320030047161000,249
2011,320030032202011,83
3003,320030032203003,258
2004,320030034212004,134
2001,320030032152001,113
1003,320030032151003,62
2002,320030032192002,59
1002,320030032191002,425
1014,320030032191014,109
2002,320030032472002,20
2005,320030032472005,23
3004,320030032473004,76
3005,320030032473005,37
2008,320030032472008,149
1004,320030032471004,131
3005,320030034213005,134
3002,320030034183002,89
3010,320030034163010,102
1014,320030032401014,14
3004,320030034213004,81
4003,320030032154003,129
3007,320030032483007,32
3002,320030028293002,106
3003,320030036093003,137
3001,320030036093001,133
1020,320030053491020,24
4003,320030058044003,1136
1018,320030033111018,131
1050,320030059031050,40
2015,320030056072015,58
2007,320030036322007,72
1013,320030036301013,104
2002,320030036372002,249
1001,320030036371001,220
1007,320030036371007,191
1008,320030036341008,86
2008,320030057122008,15
4005,320030005184005,107
3005,320030049243005,143
2002,320030057142002,35
3006,320030049203006,457
2025,320030057122025,14
3001,320030049123001,243
1003,320030049071003,68
2009,320030057142009,15
2008,320030061042008,38
2021,320030057142021,69
2028,320030057142028,41
2007,320030057142007,0
2009,320030017132009,273
1006,320030053471006,129
2004,320030032412004,48
1008,320030032421008,36
1003,320030032401003,9
3001,320030032323001,33
4021,320030032324021,8
2012,320030032442012,40
2006,320030032442006,92
2001,320030032442001,44
1012,320030032431012,133
4010,320030032324010,0
3008,320030028143008,108
1050,320030078001050,0
1671,320030059021671,2
4017,320030034294017,0
2059,320030057032059,0
2016,320030036252016,167
1015,320030057111015,0
1071,320030057111071,0
3007,320030036123007,175
3005,320030036123005,21
2013,320030032362013,50
1033,320030032321033,79
1046,320030032321046,43
1050,320030032321050,9
1039,320030036261039,0
1016,320030036421016,0
2007,320030036152007,0
2006,320030036152006,0
1052,320030036261052,0
1010,320030046021010,0
1022,320030036261022,0
4006,320030036164006,124
4002,320030036164002,124
5013,320030057145013,22
2001,320030058132001,382
1001,320030049111001,853
2026,320030050102026,0
2013,320030028262013,92
3008,320030051023008,51
3004,320030051023004,120
2011,320030028432011,95
3003,320030051013003,1020
1000,320030028431000,331
2014,320030028442014,77
2022,320030051052022,0
1000,320030028441000,1772
1001,320030050121001,133
1002,320030050121002,174
1002,320030053151002,46
2020,320030032322020,33
2007,320030032452007,119
3019,320030032453019,72
3021,320030032453021,91
3010,320030032453010,10
1020,320030034111020,0
